code: 96.0,15067.2368,5154.8569
code: 97.0,15530.1075,4584.9264
code: 98.0,15563.2725,5082.7347
code: 99.0,15282.8934,4775.5383
code: 100.0,15435.5319,4630.8072
code: 101.0,16008.3035,5124.1587
code: 102.0,15419.2618,4979.0556
code: 103.0,15052.8362,4564.1923
code: 104.0,15547.8215,4599.6052
code: 105.0,15161.2828,4901.4898
code: 106.0,15937.7979,4842.1763
code: 107.0,15308.4562,4575.4814
code: 108.0,15291.9807,5206.1492
code: 109.0,15808.2142,4941.5517
code: 110.0,16017.7979,4753.7674
code: 111.0,15550.3695,4569.8444
code: 112.0,15579.8669,5028.3286
code: 113.0,15580.6249,4699.4570
code: 114.0,15160.2680,4873.1031
code: 115.0,15492.4617,5060.3933
code: 116.0,15964.6739,4786.7865
code: 117.0,15388.4746,4809.5883
code: 118.0,15191.7508,4550.8498
code: 119.0,15129.5467,4611.0047
code: 120.0,15067.4848,4699.7454
code: 121.0,15892.2973,4658.2360
code: 122.0,15985.7701,5031.5046
code: 123.0,16072.3717,4904.9620
code: 124.0,16118.8803,4564.4508
code: 125.0,15252.3376,4916.8214
code: 126.0,15565.8858,4649.3081
code: 127.0,15381.9891,4720.5452
code: 128.0,15796.7002,4692.5261
code: 129.0,15260.7781,4627.4433
code: 130.0,15197.7837,5031.0654
code: 131.0,15418.9586,5018.3168
code: 132.0,15375.8617,4765.5490
code: 133.0,15136.2842,4716.6301
code: 134.0,15976.6484,4700.7969
code: 135.0,15570.2730,4767.5362
code: 136.0,15696.5801,5148.0527
code: 137.0,15461.5949,4623.9104
code: 138.0,15956.1803,4825.5214
code: 139.0,15260.8563,4601.2240
code: 140.0,15332.4238,5085.5109
code: 141.0,15528.4824,4581.4664
code: 142.0,15854.6118,5154.3918
code: 143.0,15968.6713,5131.6889
code: 144.0,15481.3053,4791.2123
code: 145.0,15149.3099,4600.6622
code: 146.0,15588.9029,4595.4397
code: 147.0,15922.3761,4666.1149
code: 148.0,15269.7779,5138.3669
code: 149.0,16017.0408,4988.8879
code: 150.0,15910.6680,4746.8423
code: 151.0,15750.1246,5220.7473
code: 152.0,15593.5271,4578.5763
code: 153.0,15257.8689,4900.6480
code: 154.0,16043.7127,5212.3649
code: 155.0,15563.3559,5069.5932
code: 156.0,15800.0588,4994.2687
code: 157.0,15405.2028,4592.9515
code: 158.0,15140.5823,4867.8292
code: 159.0,16030.6505,5172.2324
code: 160.0,15783.5459,5110.5957
code: 161.0,15194.1443,5209.8848
code: 162.0,15278.7521,5095.1736
code: 163.0,15361.9902,4838.7043
code: 164.0,15658.0174,5183.0636
code: 165.0,15653.0957,4527.3279
code: 166.0,15611.3968,4894.4437
code: 167.0,15143.8362,4520.7551
code: 168.0,15168.2921,4889.8181
code: 169.0,15720.0880,4679.0969
code: 170.0,15080.6592,4895.6222
code: 171.0,15985.8984,4775.7600
code: 172.0,15436.6554,4716.6126
code: 173.0,15081.0380,5010.4088
code: 174.0,15384.0982,4553.8024
code: 175.0,15330.6399,4732.6875
code: 176.0,15375.6134,4838.5621
code: 177.0,15529.8118,4540.4147
code: 178.0,15417.5995,4895.7391
code: 179.0,15255.0901,4554.9089
code: 180.0,15855.7941,4695.2451
code: 181.0,15583.9706,4934.4282
code: 182.0,15873.4249,4726.1226
code: 183.0,15869.5798,4630.9570
code: 184.0,15359.1018,4540.6224
code: 185.0,15525.4327,5112.5934
code: 186.0,16053.3645,4933.5715
code: 187.0,15401.8297,4980.5265
code: 188.0,15868.0121,4643.7041
code: 189.0,15246.2234,4682.3169
code: 190.0,15798.5941,4618.6385
code: 191.0,16095.2288,4643.4111
code: 192.0,15088.4575,5032.9267
code: 193.0,15961.6566,4727.3171
code: 194.0,15658.9104,4854.4843
code: 195.0,15255.0925,4868.0857
code: 196.0,15931.5436,4980.5404
code: 197.0,15955.6158,5082.9850
code: 198.0,16042.4116,5048.5930
code: 199.0,15738.9218,5015.5689
